customerID,proba_churn,priorite,action_recommandee,tenure,Contract,PaymentMethod,MonthlyCharges,TechSupport,OnlineSecurity,InternetService
8981-FJGLA,0.5747,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,11,Month-to-month,Mailed check,78.0,No,No,Fiber optic
8519-QJGJD,0.5741,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,14,Month-to-month,Electronic check,75.35,No,No,Fiber optic
5899-MQZZL,0.5735,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,13,Month-to-month,Mailed check,75.0,No,No,Fiber optic
5896-NPFWW,0.5732,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,3,Month-to-month,Electronic check,50.15,No,No,DSL
1465-VINDH,0.5731,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,10,Month-to-month,Credit card (automatic),102.1,No,No,Fiber optic
8104-OSKWT,0.571,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,12,Month-to-month,Electronic check,79.8,No,Yes,Fiber optic
4369-HTUIF,0.5689,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,6,Month-to-month,Bank transfer (automatic),85.15,No,Yes,Fiber optic
5914-DVBWJ,0.5688,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,18,Month-to-month,Electronic check,85.45,Yes,No,Fiber optic
0570-BFQHT,0.5673,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Electronic check,80.55,No,No,Fiber optic
8687-BAFGU,0.5668,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Electronic check,74.0,Yes,No,Fiber optic
8637-XJIVR,0.5654,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,12,Month-to-month,Electronic check,78.95,No,Yes,Fiber optic
7978-DKUQH,0.5621,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,25,Month-to-month,Electronic check,74.6,No,No,Fiber optic
8040-MNRTF,0.562,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,71.1,No,No,Fiber optic
8709-KRDVL,0.5619,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,33,Month-to-month,Electronic check,100.0,No,No,Fiber optic
4647-MUZON,0.5614,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,18,Month-to-month,Credit card (automatic),95.95,No,No,Fiber optic
7562-UXTPG,0.5598,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,13,Month-to-month,Mailed check,70.15,No,No,Fiber optic
4110-PFEUZ,0.5597,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,69.55,No,No,Fiber optic
7020-OZKXZ,0.5592,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Credit card (automatic),75.5,No,No,Fiber optic
2468-SJFLM,0.5583,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,74.3,Yes,No,Fiber optic
5899-OUVKV,0.5572,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,31,Month-to-month,Electronic check,94.5,No,No,Fiber optic
3798-EPWRR,0.5569,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,2,Month-to-month,Electronic check,43.95,No,No,DSL
5760-IFJOZ,0.556,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,3,Month-to-month,Mailed check,107.95,No,No,Fiber optic
5219-YIPTK,0.5557,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,33,Month-to-month,Electronic check,104.4,No,No,Fiber optic
0023-XUOPT,0.5539,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,13,Month-to-month,Electronic check,94.1,No,No,Fiber optic
6645-MXQJT,0.5538,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,2,Month-to-month,Electronic check,97.1,No,Yes,Fiber optic
6352-TWCAU,0.5525,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,35,Month-to-month,Electronic check,86.45,No,No,Fiber optic
1976-CFOCS,0.5501,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Electronic check,46.0,No,No,DSL
2018-PZKMU,0.5498,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Electronic check,103.1,Yes,No,Fiber optic
5590-BYNII,0.5484,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,22,Month-to-month,Electronic check,100.75,No,Yes,Fiber optic
4817-QRJSX,0.5456,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,10,Month-to-month,Credit card (automatic),81.0,No,No,Fiber optic
4547-KQRTM,0.545,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,10,Month-to-month,Bank transfer (automatic),80.05,No,No,Fiber optic
0337-CNPZE,0.5449,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,41,Month-to-month,Electronic check,106.3,No,No,Fiber optic
7892-POOKP,0.544,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,28,Month-to-month,Electronic check,104.8,Yes,No,Fiber optic
7714-YXSMB,0.5436,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,26,Month-to-month,Bank transfer (automatic),100.5,No,No,Fiber optic
4512-ZUIYL,0.5435,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,2,Month-to-month,Bank transfer (automatic),70.0,No,No,Fiber optic
0637-YLETY,0.5412,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,16,Month-to-month,Credit card (automatic),95.6,No,No,Fiber optic
0115-TFERT,0.5411,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,21,Month-to-month,Electronic check,111.2,Yes,No,Fiber optic
0362-ZBZWJ,0.5406,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,36,Month-to-month,Electronic check,84.9,No,No,Fiber optic
1212-GLHMD,0.5399,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,3,Month-to-month,Mailed check,86.05,No,Yes,Fiber optic
9430-FRQOC,0.5392,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,4,Month-to-month,Mailed check,87.1,Yes,No,Fiber optic
7562-GSUHK,0.5388,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,16,Month-to-month,Credit card (automatic),93.2,No,No,Fiber optic
7315-WYOAW,0.5374,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,13,Month-to-month,Electronic check,100.75,Yes,No,Fiber optic
1406-PUQVY,0.5368,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Electronic check,49.9,No,No,DSL
8486-AYEQH,0.5368,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,31,Month-to-month,Electronic check,76.05,No,No,Fiber optic
9851-QXEEQ,0.5367,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,41,Month-to-month,Electronic check,104.7,No,No,Fiber optic
9741-YLNTD,0.5355,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,6,Month-to-month,Bank transfer (automatic),87.95,Yes,No,Fiber optic
4546-FOKWR,0.5354,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,16,Month-to-month,Credit card (automatic),74.75,No,No,Fiber optic
2931-FSOHN,0.5327,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,13,Month-to-month,Electronic check,59.9,No,No,DSL
3914-FDRHP,0.5314,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Electronic check,86.25,Yes,No,Fiber optic
1084-UQCHV,0.5306,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Bank transfer (automatic),69.75,No,No,Fiber optic
0661-XEYAN,0.5299,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,25.8,No,No,DSL
1496-GGSUK,0.5298,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,25.7,No,No,DSL
7426-RHZGU,0.5297,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Bank transfer (automatic),95.9,Yes,No,Fiber optic
7511-YMXVQ,0.5281,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Electronic check,45.4,No,No,DSL
4690-PKDQG,0.5276,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,42,Month-to-month,Electronic check,95.55,No,No,Fiber optic
7321-PKUYW,0.5263,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,11,Month-to-month,Electronic check,90.15,Yes,No,Fiber optic
8563-OYMQY,0.5259,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,17,Month-to-month,Credit card (automatic),90.95,No,No,Fiber optic
2722-JMONI,0.525,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Electronic check,49.55,No,Yes,DSL
4570-QHXHL,0.5249,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,9,Month-to-month,Electronic check,43.75,No,No,DSL
5404-GGUKR,0.5234,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,5,Month-to-month,Electronic check,51.35,No,No,DSL
2718-GAXQD,0.5225,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,4,Month-to-month,Electronic check,46.0,No,No,DSL
3647-GMGDH,0.522,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,22,Month-to-month,Credit card (automatic),94.7,No,No,Fiber optic
4373-MAVJG,0.5194,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,14,Month-to-month,Bank transfer (automatic),90.9,No,No,Fiber optic
4077-CROMM,0.5192,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,31,Month-to-month,Electronic check,104.2,Yes,No,Fiber optic
5183-SNMJQ,0.5188,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,10,Month-to-month,Credit card (automatic),95.1,Yes,No,Fiber optic
9658-WYUFB,0.5184,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,17,Month-to-month,Electronic check,94.4,No,Yes,Fiber optic
5650-YLIBA,0.5174,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,31,Month-to-month,Electronic check,81.15,No,No,Fiber optic
6629-CZTTH,0.5144,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,1,Month-to-month,Mailed check,55.7,No,No,DSL
9620-ENEJV,0.5134,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,6,Month-to-month,Credit card (automatic),70.55,No,No,Fiber optic
7892-QVYKW,0.5118,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,23,Month-to-month,Electronic check,85.6,No,No,Fiber optic
7586-ZATGZ,0.511,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,40,Month-to-month,Electronic check,84.9,No,No,Fiber optic
3269-ATYWD,0.5106,P2 - Appel cette semaine,Proposer migration vers contrat 1 an avec remise,39,Month-to-month,Bank transfer (automatic),95.65,No,No,Fiber optic
